Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
FDG08,13,Regular,0.165616415,Fruits and Vegetables,172,OUT049,1999,Medium,Tier 1,Supermarket Type1,2061,Food,26
FDX35,5,Regular,0.06613202877895108,Breads,228,OUT046,1997,Small,Tier 1,Supermarket Type1,4781,Food,28
FDY26,12,Regular,0.030362777,Dairy,210,OUT027,1985,Medium,Tier 3,Supermarket Type3,6775,Food,40
NCM43,12,Low Fat,0.03409886,Others,162,OUT019,1985,Small,Tier 1,Grocery Store,815,Non-Consumable,40
NCZ54,12,Low Fat,0.145951533,Household,160,OUT019,1985,Small,Tier 1,Grocery Store,162,Non-Consumable,40
FDO16,5,Low Fat,0.015138834,Frozen Foods,81,OUT045,2002,Medium,Tier 2,Supermarket Type1,3079,Food,23
FDR22,19,Regular,0.031069993,Snack Foods,112,OUT010,1998,Medium,Tier 3,Grocery Store,223,Food,27
FDJ16,9,Low Fat,0.115535487,Frozen Foods,59,OUT017,2007,Medium,Tier 2,Supermarket Type1,810,Food,18
FDT47,5,Regular,0.02454694,Breads,95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166,Food,26
FDZ23,12,Regular,0.067175915,Baking Goods,187,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728,Food,40
NCB31,6,Low Fat,0.118674359,Household,261,OUT046,1997,Small,Tier 1,Supermarket Type1,3155,Non-Consumable,28
FDM15,11,Regular,0.057421582,Meat,149,OUT046,1997,Small,Tier 1,Supermarket Type1,1662,Food,28
FDX27,20,Regular,0.114022125,Dairy,92,OUT013,1987,High,Tier 3,Supermarket Type1,2174,Food,38
NCS54,13,Low Fat,0.010033871,Household,177,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293,Non-Consumable,16
NCJ30,5,Low Fat,0.080765853,Household,169,OUT049,1999,Medium,Tier 1,Supermarket Type1,2037,Non-Consumable,26
FDD58,7,Low Fat,0.05930285,Snack Foods,98,OUT013,1987,High,Tier 3,Supermarket Type1,1697,Food,38
DRJ23,18,Low Fat,0.041753387,Hard Drinks,187,OUT045,2002,Medium,Tier 2,Supermarket Type1,2836,Drinks,23
FDS14,7,Low Fat,0.050065211,Dairy,157,OUT045,2002,Medium,Tier 2,Supermarket Type1,2042,Food,23
FDR27,15,Regular,0.096020459,Meat,133,OUT013,1987,High,Tier 3,Supermarket Type1,2384,Food,38
FDT49,7,Low Fat,0.15202235,Canned,106,OUT018,2009,Medium,Tier 3,Supermarket Type2,639,Food,16
FDX26,12,Low Fat,0.087383304,Dairy,180,OUT027,1985,Medium,Tier 3,Supermarket Type3,4013,Food,40
NCW53,18,Low Fat,0.03066757,Health and Hygiene,193,OUT017,2007,Medium,Tier 2,Supermarket Type1,2116,Non-Consumable,18
FDS19,13,Regular,0.06613202877895108,Fruits and Vegetables,74,OUT045,2002,Medium,Tier 2,Supermarket Type1,1669,Food,23
DRF15,18,Low Fat,0.03321399,Dairy,154,OUT046,1997,Small,Tier 1,Supermarket Type1,1225,Drinks,28
DRH01,12,Low Fat,0.097429924,Soft Drinks,172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3649,Drinks,40
FDJ12,8,Regular,0.039120291,Baking Goods,206,OUT045,2002,Medium,Tier 2,Supermarket Type1,4154,Food,23
NCE42,12,Low Fat,0.01055095,Household,234,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086,Non-Consumable,40
DRL37,15,Low Fat,0.053480419,Soft Drinks,42,OUT045,2002,Medium,Tier 2,Supermarket Type1,1211,Drinks,23
FDJ36,14,Regular,0.128520186,Baking Goods,101,OUT045,2002,Medium,Tier 2,Supermarket Type1,1948,Food,23
NCH18,12,Low Fat,0.044444956,Household,245,OUT027,1985,Medium,Tier 3,Supermarket Type3,10072,Non-Consumable,40
DRI11,8,Low Fat,0.034544435,Hard Drinks,116,OUT018,2009,Medium,Tier 3,Supermarket Type2,1267,Drinks,16
NCO17,10,Low Fat,0.073678663,Health and Hygiene,120,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037,Non-Consumable,16
FDS49,9,Low Fat,0.079668739,Canned,79,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571,Food,16
FDX43,5,Low Fat,0.085447928,Fruits and Vegetables,165,OUT045,2002,Medium,Tier 2,Supermarket Type1,1830,Food,23
NCS17,18,Low Fat,0.080434451,Health and Hygiene,93,OUT013,1987,High,Tier 3,Supermarket Type1,1701,Non-Consumable,38
NCC42,15,Low Fat,0.044978225,Health and Hygiene,140,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247,Non-Consumable,26
NCM26,20,Low Fat,0.023190134,Others,153,OUT045,2002,Medium,Tier 2,Supermarket Type1,3981,Non-Consumable,23
FDU32,8,Low Fat,0.025967624,Fruits and Vegetables,119,OUT046,1997,Small,Tier 1,Supermarket Type1,1462,Food,28
FDU19,8,Regular,0.046962004,Fruits and Vegetables,173,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448,Food,16
NCM53,18,Low Fat,0.05233528,Health and Hygiene,108,OUT017,2007,Medium,Tier 2,Supermarket Type1,1065,Non-Consumable,18
FDG32,19,Low Fat,0.17635245,Fruits and Vegetables,220,OUT045,2002,Medium,Tier 2,Supermarket Type1,4225,Food,23
FDF04,17,Low Fat,0.013692598,Frozen Foods,259,OUT018,2009,Medium,Tier 3,Supermarket Type2,3616,Food,16
NCN55,14,Low Fat,0.06613202877895108,Others,242,OUT035,2004,Small,Tier 2,Supermarket Type1,5287,Non-Consumable,21
FDJ34,11,Regular,0.093655728,Snack Foods,127,OUT046,1997,Small,Tier 1,Supermarket Type1,3004,Food,28
FDT51,11,Regular,0.018275816,Meat,110,OUT010,1998,Medium,Tier 3,Grocery Store,111,Food,27
FDT01,13,Regular,0.184167712,Canned,213,OUT046,1997,Small,Tier 1,Supermarket Type1,1274,Food,28
FDV28,12,Regular,0.158954903,Frozen Foods,34,OUT027,1985,Medium,Tier 3,Supermarket Type3,1120,Food,40
FDD02,16,Low Fat,0.050392993,Canned,118,OUT045,2002,Medium,Tier 2,Supermarket Type1,3199,Food,23
FDW48,18,Low Fat,0.008558144,Baking Goods,79,OUT045,2002,Medium,Tier 2,Supermarket Type1,1208,Food,23
FDF44,7,Regular,0.059820884,Fruits and Vegetables,130,OUT049,1999,Medium,Tier 1,Supermarket Type1,3523,Food,26
FDY14,10,Low Fat,0.070149088,Dairy,264,OUT049,1999,Medium,Tier 1,Supermarket Type1,3436,Food,26
FDU59,12,Low Fat,0.095919472,Breads,162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5685,Food,40
FDQ10,12,Low Fat,0.058092551,Snack Foods,172,OUT019,1985,Small,Tier 1,Grocery Store,517,Food,40
FDV21,11,Low Fat,0.286357776,Snack Foods,123,OUT010,1998,Medium,Tier 3,Grocery Store,375,Food,27
FDQ36,7,Regular,0.161798604,Baking Goods,37,OUT049,1999,Medium,Tier 1,Supermarket Type1,745,Food,26
FDH12,12,Low Fat,0.148742896,Baking Goods,107,OUT019,1985,Small,Tier 1,Grocery Store,319,Food,40
FDV40,17,Low Fat,0.06613202877895108,Frozen Foods,72,OUT017,2007,Medium,Tier 2,Supermarket Type1,886,Food,18
NCF07,9,Low Fat,0.032022535,Household,101,OUT046,1997,Small,Tier 1,Supermarket Type1,1720,Non-Consumable,28
FDA08,12,Regular,0.049842613,Fruits and Vegetables,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946,Food,40
FDP33,12,Low Fat,0.156304192,Snack Foods,256,OUT019,1985,Small,Tier 1,Grocery Store,255,Food,40
FDS27,10,Regular,0.012458143,Meat,196,OUT046,1997,Small,Tier 1,Supermarket Type1,589,Food,28
DRD60,15,Low Fat,0.037201127,Soft Drinks,181,OUT013,1987,High,Tier 3,Supermarket Type1,2544,Drinks,38
FDM28,15,Low Fat,0.045274134,Frozen Foods,177,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415,Food,26
NCU54,8,Low Fat,0.098603729,Household,210,OUT035,2004,Small,Tier 2,Supermarket Type1,4194,Non-Consumable,21
NCX05,15,Low Fat,0.097457483,Health and Hygiene,114,OUT018,2009,Medium,Tier 3,Supermarket Type2,579,Non-Consumable,16
FDX59,10,Low Fat,0.051661272,Breads,33,OUT046,1997,Small,Tier 1,Supermarket Type1,848,Food,28
FDE10,6,Regular,0.06613202877895108,Snack Foods,133,OUT049,1999,Medium,Tier 1,Supermarket Type1,1573,Food,26
FDW16,12,Regular,0.041273391,Frozen Foods,91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3858,Food,40
FDW07,12,Regular,0.141997869,Fruits and Vegetables,90,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036,Food,40
FDG38,8,Regular,0.06613202877895108,Canned,84,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278,Food,16
DRC27,13,Low Fat,0.058339153,Dairy,246,OUT018,2009,Medium,Tier 3,Supermarket Type2,1228,Drinks,16
FDT43,16,Low Fat,0.020544065,Fruits and Vegetables,49,OUT035,2004,Small,Tier 2,Supermarket Type1,259,Food,21
FDR44,6,Regular,0.103503049,Fruits and Vegetables,129,OUT017,2007,Medium,Tier 2,Supermarket Type1,1174,Food,18
FDP26,7,Low Fat,0.140342195,Dairy,105,OUT017,2007,Medium,Tier 2,Supermarket Type1,627,Food,18
NCE55,12,Low Fat,0.12929931,Household,178,OUT027,1985,Medium,Tier 3,Supermarket Type3,7939,Non-Consumable,40
FDU39,18,Low Fat,0.036031137,Meat,60,OUT035,2004,Small,Tier 2,Supermarket Type1,1125,Food,21
FDK27,12,Low Fat,0.008903212,Meat,120,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787,Food,40
FDP32,6,Low Fat,0.087669485,Fruits and Vegetables,127,OUT046,1997,Small,Tier 1,Supermarket Type1,2416,Food,28
NCW54,7,Low Fat,0.06613202877895108,Household,59,OUT049,1999,Medium,Tier 1,Supermarket Type1,916,Non-Consumable,26
FDA36,5,Low Fat,0.005661669,Baking Goods,186,OUT013,1987,High,Tier 3,Supermarket Type1,2591,Food,38
FDU24,6,Regular,0.06613202877895108,Baking Goods,95,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050,Food,26
FDX34,6,Low Fat,0.07198553,Snack Foods,122,OUT046,1997,Small,Tier 1,Supermarket Type1,1205,Food,28
FDU27,18,Regular,0.17133418,Meat,48,OUT013,1987,High,Tier 3,Supermarket Type1,287,Food,38
FDQ25,8,Regular,0.047329385,Canned,174,OUT010,1998,Medium,Tier 3,Grocery Store,517,Food,27
FDY01,11,Regular,0.170977155,Canned,117,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842,Food,16
FDH27,7,Low Fat,0.058298384,Dairy,145,OUT013,1987,High,Tier 3,Supermarket Type1,1725,Food,38
FDL10,8,Low Fat,0.039715591,Snack Foods,100,OUT017,2007,Medium,Tier 2,Supermarket Type1,1289,Food,18
FDL15,17,Low Fat,0.046824729,Meat,153,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829,Food,16
FDT24,12,Regular,0.311090379,Baking Goods,79,OUT010,1998,Medium,Tier 3,Grocery Store,154,Food,27
NCN55,14,Low Fat,0.059611153,Others,238,OUT045,2002,Medium,Tier 2,Supermarket Type1,2163,Non-Consumable,23
FDZ59,12,Regular,0.103517853,Baking Goods,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,4161,Food,40
FDM57,11,Regular,0.075834825,Snack Foods,82,OUT035,2004,Small,Tier 2,Supermarket Type1,1258,Food,21
FDD14,20,Low Fat,0.170072462,Canned,183,OUT049,1999,Medium,Tier 1,Supermarket Type1,1844,Food,26
FDU19,8,Regular,0.06613202877895108,Fruits and Vegetables,173,OUT013,1987,High,Tier 3,Supermarket Type1,517,Food,38
DRJ39,20,Low Fat,0.036399734,Dairy,219,OUT045,2002,Medium,Tier 2,Supermarket Type1,8323,Drinks,23
FDI04,13,Regular,0.072912432,Frozen Foods,198,OUT046,1997,Small,Tier 1,Supermarket Type1,5536,Food,28
NCQ54,17,Low Fat,0.012567811,Household,168,OUT045,2002,Medium,Tier 2,Supermarket Type1,2358,Non-Consumable,23
FDW12,8,Regular,0.035773394,Baking Goods,144,OUT017,2007,Medium,Tier 2,Supermarket Type1,3483,Food,18
FDQ32,12,Regular,0.046382793,Fruits and Vegetables,122,OUT027,1985,Medium,Tier 3,Supermarket Type3,2972,Food,40
DRG49,7,Low Fat,0.067836851,Soft Drinks,246,OUT017,2007,Medium,Tier 2,Supermarket Type1,5375,Drinks,18
FDP58,11,Low Fat,0.06613202877895108,Snack Foods,220,OUT049,1999,Medium,Tier 1,Supermarket Type1,4380,Food,26
FDD57,18,Low Fat,0.022434418,Fruits and Vegetables,96,OUT049,1999,Medium,Tier 1,Supermarket Type1,952,Food,26
DRG23,8,Low Fat,0.086764795,Hard Drinks,153,OUT035,2004,Small,Tier 2,Supermarket Type1,1829,Drinks,21
NCZ17,12,Low Fat,0.06613202877895108,Health and Hygiene,39,OUT017,2007,Medium,Tier 2,Supermarket Type1,1480,Non-Consumable,18
DRJ11,9,Low Fat,0.085437778,Hard Drinks,188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3592,Drinks,16
FDG16,15,Low Fat,0.089998959,Frozen Foods,215,OUT045,2002,Medium,Tier 2,Supermarket Type1,2157,Food,23
FDZ51,12,Regular,0.054288646,Meat,96,OUT027,1985,Medium,Tier 3,Supermarket Type3,2189,Food,40
NCN43,12,Low Fat,0.06613202877895108,Others,123,OUT046,1997,Small,Tier 1,Supermarket Type1,3325,Non-Consumable,28
NCN30,16,Low Fat,0.016993204,Household,95,OUT046,1997,Small,Tier 1,Supermarket Type1,965,Non-Consumable,28
FDP39,12,Low Fat,0.06908877,Meat,52,OUT027,1985,Medium,Tier 3,Supermarket Type3,1298,Food,40
FDP34,12,Low Fat,0.137441201,Snack Foods,157,OUT049,1999,Medium,Tier 1,Supermarket Type1,2659,Food,26
FDM44,12,Low Fat,0.051970788,Fruits and Vegetables,103,OUT010,1998,Medium,Tier 3,Grocery Store,412,Food,27
FDC28,7,Low Fat,0.06613202877895108,Frozen Foods,109,OUT017,2007,Medium,Tier 2,Supermarket Type1,1627,Food,18
DRC24,17,Low Fat,0.02492239,Soft Drinks,153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2922,Drinks,16
FDN46,7,Regular,0.144924795,Snack Foods,100,OUT045,2002,Medium,Tier 2,Supermarket Type1,1537,Food,23
NCN53,5,Low Fat,0.030349723,Health and Hygiene,37,OUT035,2004,Small,Tier 2,Supermarket Type1,423,Non-Consumable,21
FDY32,12,Low Fat,0.226284381,Fruits and Vegetables,163,OUT019,1985,Small,Tier 1,Grocery Store,326,Food,40
NCW06,16,Low Fat,0.050625182,Household,193,OUT017,2007,Medium,Tier 2,Supermarket Type1,2501,Non-Consumable,18
FDY48,14,Low Fat,0.02371512,Baking Goods,103,OUT013,1987,High,Tier 3,Supermarket Type1,1743,Food,38
NCP29,8,Low Fat,0.112177581,Health and Hygiene,65,OUT013,1987,High,Tier 3,Supermarket Type1,958,Non-Consumable,38
FDB60,9,Low Fat,0.04774013,Baking Goods,195,OUT010,1998,Medium,Tier 3,Grocery Store,194,Food,27
DRE60,9,Low Fat,0.159304333,Soft Drinks,226,OUT035,2004,Small,Tier 2,Supermarket Type1,3848,Drinks,21
FDN51,17,Regular,0.020989308,Meat,260,OUT045,2002,Medium,Tier 2,Supermarket Type1,4697,Food,23
DRE15,12,Low Fat,0.01769927,Dairy,74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1290,Drinks,40
DRG15,6,Low Fat,0.06613202877895108,Dairy,60,OUT013,1987,High,Tier 3,Supermarket Type1,1102,Drinks,38
FDX55,12,Low Fat,0.096658404,Fruits and Vegetables,216,OUT019,1985,Small,Tier 1,Grocery Store,217,Food,40
FDC57,20,Regular,0.054816926,Fruits and Vegetables,194,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544,Food,16
FDA25,16,Regular,0.068511103,Canned,103,OUT017,2007,Medium,Tier 2,Supermarket Type1,1651,Food,18
NCK29,5,Low Fat,0.12574524,Health and Hygiene,122,OUT035,2004,Small,Tier 2,Supermarket Type1,1354,Non-Consumable,21
FDP48,7,Regular,0.044023213,Baking Goods,183,OUT046,1997,Small,Tier 1,Supermarket Type1,5492,Food,28
FDP49,12,Regular,0.068754395,Breakfast,54,OUT027,1985,Medium,Tier 3,Supermarket Type3,1713,Food,40
FDL38,13,Regular,0.024660202,Canned,87,OUT010,1998,Medium,Tier 3,Grocery Store,178,Food,27
FDZ21,17,Regular,0.039214444,Snack Foods,98,OUT035,2004,Small,Tier 2,Supermarket Type1,1930,Food,21
FDQ44,20,Low Fat,0.036344721,Fruits and Vegetables,122,OUT017,2007,Medium,Tier 2,Supermarket Type1,2544,Food,18
NCB42,11,Low Fat,0.008554052,Health and Hygiene,116,OUT013,1987,High,Tier 3,Supermarket Type1,1969,Non-Consumable,38
FDY15,12,Regular,0.170000805,Dairy,155,OUT027,1985,Medium,Tier 3,Supermarket Type3,4537,Food,40
NCW05,20,Low Fat,0.148302815,Health and Hygiene,108,OUT049,1999,Medium,Tier 1,Supermarket Type1,2787,Non-Consumable,26
FDR23,15,Low Fat,0.081914677,Breads,177,OUT049,1999,Medium,Tier 1,Supermarket Type1,3352,Food,26
FDO34,17,Low Fat,0.029914022,Snack Foods,166,OUT013,1987,High,Tier 3,Supermarket Type1,2516,Food,38
FDZ36,6,Regular,0.065771344,Baking Goods,185,OUT035,2004,Small,Tier 2,Supermarket Type1,3728,Food,21
FDX58,12,Low Fat,0.043551753,Snack Foods,184,OUT027,1985,Medium,Tier 3,Supermarket Type3,7873,Food,40
NCJ18,12,Low Fat,0.163941937,Household,117,OUT046,1997,Small,Tier 1,Supermarket Type1,1540,Non-Consumable,28
FDP22,14,Regular,0.099692906,Snack Foods,50,OUT017,2007,Medium,Tier 2,Supermarket Type1,717,Food,18
FDH57,10,Low Fat,0.059834024,Fruits and Vegetables,133,OUT010,1998,Medium,Tier 3,Grocery Store,263,Food,27
DRF51,15,Low Fat,0.166174549,Dairy,37,OUT045,2002,Medium,Tier 2,Supermarket Type1,1062,Drinks,23
FDD51,11,Low Fat,0.119930029,Dairy,44,OUT035,2004,Small,Tier 2,Supermarket Type1,588,Food,21
FDW04,8,Regular,0.057944376,Frozen Foods,131,OUT045,2002,Medium,Tier 2,Supermarket Type1,1428,Food,23
FDZ21,17,Regular,0.065649353,Snack Foods,94,OUT010,1998,Medium,Tier 3,Grocery Store,193,Food,27
NCJ30,12,Low Fat,0.080249973,Household,168,OUT027,1985,Medium,Tier 3,Supermarket Type3,4923,Non-Consumable,40
FDO45,13,Regular,0.037952777,Snack Foods,89,OUT046,1997,Small,Tier 1,Supermarket Type1,1494,Food,28
FDE41,9,Regular,0.064113698,Frozen Foods,86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1183,Food,26
DRD13,12,Low Fat,0.048841794,Soft Drinks,64,OUT027,1985,Medium,Tier 3,Supermarket Type3,3068,Drinks,40
NCC07,19,Low Fat,0.02394662,Household,106,OUT035,2004,Small,Tier 2,Supermarket Type1,1788,Non-Consumable,21
FDE51,12,Regular,0.096000183,Dairy,43,OUT027,1985,Medium,Tier 3,Supermarket Type3,1293,Food,40
NCG43,20,Low Fat,0.074177667,Household,93,OUT013,1987,High,Tier 3,Supermarket Type1,1018,Non-Consumable,38
FDS59,12,Regular,0.04368089,Breads,110,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306,Food,40
FDV16,7,Regular,0.083268523,Frozen Foods,32,OUT018,2009,Medium,Tier 3,Supermarket Type2,101,Food,16
FDC03,8,Regular,0.071832909,Dairy,194,OUT035,2004,Small,Tier 2,Supermarket Type1,3316,Food,21
FDV60,20,Regular,0.06613202877895108,Baking Goods,197,OUT013,1987,High,Tier 3,Supermarket Type1,3535,Food,38
FDJ60,19,Regular,0.062625641,Baking Goods,165,OUT049,1999,Medium,Tier 1,Supermarket Type1,1651,Food,26
FDX20,7,Low Fat,0.042646566,Fruits and Vegetables,225,OUT045,2002,Medium,Tier 2,Supermarket Type1,452,Food,23
FDD17,7,Low Fat,0.06613202877895108,Frozen Foods,237,OUT035,2004,Small,Tier 2,Supermarket Type1,1188,Food,21
FDD08,8,Low Fat,0.03555434,Fruits and Vegetables,37,OUT017,2007,Medium,Tier 2,Supermarket Type1,796,Food,18
FDX45,16,Low Fat,0.105068444,Snack Foods,156,OUT045,2002,Medium,Tier 2,Supermarket Type1,2816,Food,23
FDM25,10,Regular,0.060912865,Breakfast,173,OUT018,2009,Medium,Tier 3,Supermarket Type2,4570,Food,16
NCT42,5,Low Fat,0.02488732,Household,147,OUT046,1997,Small,Tier 1,Supermarket Type1,2684,Non-Consumable,28
FDT02,12,Low Fat,0.024194731,Dairy,36,OUT046,1997,Small,Tier 1,Supermarket Type1,423,Food,28
FDV34,10,Regular,0.01141595,Snack Foods,74,OUT013,1987,High,Tier 3,Supermarket Type1,1034,Food,38
NCR41,17,Low Fat,0.018023997,Health and Hygiene,95,OUT046,1997,Small,Tier 1,Supermarket Type1,2285,Non-Consumable,28
FDT31,19,Low Fat,0.012499004,Fruits and Vegetables,188,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458,Food,16
FDF33,7,Low Fat,0.036045991,Seafood,107,OUT010,1998,Medium,Tier 3,Grocery Store,431,Food,27
NCU29,12,Low Fat,0.044607722,Health and Hygiene,145,OUT019,1985,Small,Tier 1,Grocery Store,585,Non-Consumable,40
NCB55,15,Low Fat,0.16098885,Household,57,OUT045,2002,Medium,Tier 2,Supermarket Type1,651,Non-Consumable,23
NCU18,15,Low Fat,0.055793586,Household,139,OUT013,1987,High,Tier 3,Supermarket Type1,3952,Non-Consumable,38
FDZ59,6,Regular,0.104445322,Baking Goods,167,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830,Food,16
NCI29,8,Low Fat,0.032687702,Health and Hygiene,140,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134,Non-Consumable,23
FDL03,12,Regular,0.026949463,Meat,197,OUT027,1985,Medium,Tier 3,Supermarket Type3,4910,Food,40
NCQ06,13,Low Fat,0.041909345,Household,255,OUT045,2002,Medium,Tier 2,Supermarket Type1,5865,Non-Consumable,23
FDY31,5,Low Fat,0.04363058,Fruits and Vegetables,148,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618,Food,26
DRI03,6,Low Fat,0.06613202877895108,Dairy,175,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593,Drinks,26
FDL38,13,Regular,0.014793124,Canned,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,2408,Food,16
FDR37,12,Regular,0.065928735,Breakfast,183,OUT027,1985,Medium,Tier 3,Supermarket Type3,8209,Food,40
FDT59,12,Low Fat,0.01583438,Breads,228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3225,Food,40
FDV28,16,Regular,0.159728395,Frozen Foods,34,OUT046,1997,Small,Tier 1,Supermarket Type1,271,Food,28
NCX53,20,Low Fat,0.014925407,Health and Hygiene,143,OUT013,1987,High,Tier 3,Supermarket Type1,3545,Non-Consumable,38
FDZ12,9,Low Fat,0.102893121,Baking Goods,141,OUT013,1987,High,Tier 3,Supermarket Type1,4008,Food,38
NCT05,10,Low Fat,0.020951848,Health and Hygiene,255,OUT046,1997,Small,Tier 1,Supermarket Type1,767,Non-Consumable,28
FDW38,5,Regular,0.06613202877895108,Dairy,55,OUT035,2004,Small,Tier 2,Supermarket Type1,485,Food,21
FDD33,12,Low Fat,0.108102606,Fruits and Vegetables,233,OUT013,1987,High,Tier 3,Supermarket Type1,3950,Food,38
FDV39,12,Low Fat,0.06613202877895108,Meat,196,OUT019,1985,Small,Tier 1,Grocery Store,593,Food,40
DRE25,15,Low Fat,0.073697713,Soft Drinks,91,OUT017,2007,Medium,Tier 2,Supermarket Type1,559,Drinks,18
FDC59,16,Regular,0.091437584,Starchy Foods,64,OUT010,1998,Medium,Tier 3,Grocery Store,127,Food,27
FDF58,13,Low Fat,0.009581155,Snack Foods,64,OUT046,1997,Small,Tier 1,Supermarket Type1,1644,Food,28
NCP50,12,Low Fat,0.035997636,Others,78,OUT019,1985,Small,Tier 1,Grocery Store,80,Non-Consumable,40
FDS33,6,Regular,0.12332588,Snack Foods,90,OUT013,1987,High,Tier 3,Supermarket Type1,974,Food,38
FDP08,20,Regular,0.112584813,Fruits and Vegetables,192,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549,Food,26
FDF29,15,Regular,0.019930418,Frozen Foods,131,OUT035,2004,Small,Tier 2,Supermarket Type1,2856,Food,21
NCF30,17,Low Fat,0.126244059,Household,124,OUT046,1997,Small,Tier 1,Supermarket Type1,3900,Non-Consumable,28
FDI50,8,Regular,0.030905215,Canned,227,OUT045,2002,Medium,Tier 2,Supermarket Type1,2748,Food,23
FDD56,15,Regular,0.104365283,Fruits and Vegetables,177,OUT017,2007,Medium,Tier 2,Supermarket Type1,3151,Food,18
NCN41,17,Low Fat,0.087387669,Health and Hygiene,125,OUT010,1998,Medium,Tier 3,Grocery Store,369,Non-Consumable,27
FDE23,17,Regular,0.053481818,Starchy Foods,47,OUT017,2007,Medium,Tier 2,Supermarket Type1,1071,Food,18
FDL26,18,Low Fat,0.073306615,Canned,155,OUT049,1999,Medium,Tier 1,Supermarket Type1,3894,Food,26
NCB30,14,Low Fat,0.043021542,Household,196,OUT010,1998,Medium,Tier 3,Grocery Store,595,Non-Consumable,27
FDY50,5,Low Fat,0.13169655,Dairy,89,OUT017,2007,Medium,Tier 2,Supermarket Type1,2498,Food,18
NCK19,9,Low Fat,0.090834158,Others,192,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068,Non-Consumable,16
NCR38,12,Low Fat,0.19875618,Household,250,OUT019,1985,Small,Tier 1,Grocery Store,251,Non-Consumable,40
FDI28,14,Low Fat,0.026321701,Frozen Foods,77,OUT046,1997,Small,Tier 1,Supermarket Type1,950,Food,28
FDO24,11,Low Fat,0.176215665,Baking Goods,158,OUT046,1997,Small,Tier 1,Supermarket Type1,2693,Food,28
